_id,OBJECTID,CartID,BikeFacilityType,MSAG_Name,ProjectName,Jurisdiction,District,Length,MaintenanceResponsibility,Status,FacilityName,Comments,Shape__Length
2477,2477,BF_313004493,Bike Lane,GOLIAD RD,Unknown,San Antonio,3,337.93460045,COSA - Public Works Dept,TBD,TBD,None,337.934600451499
2478,2478,BF_313004251,Multi Use Path,CALLAGHAN RD,Unknown,San Antonio,7,172.97003842,COSA - Public Works Dept,Active,TBD,None,172.970038420702
2479,2479,BF_313003979,To Be Determined,FIVE PALMS DR,Unknown,San Antonio,4,223.4610562,COSA - Public Works Dept,Staff Recommended for IMP 2019 to 2023,TBD,None,223.461056196264
2480,2480,BF_313002165,Route,SOLEDAD ST,Unknown,San Antonio,1,339.34881252,COSA - Public Works Dept,Active,Soledad St from E Commerce St to Navarro St,None,339.348812520136
2481,2481,BF_313000900,Bike Lane,INGRAM RD,Unknown,San Antonio,7,677.02678339,COSA - Public Works Dept,Active,Ingram Rd from NW Loop 410 Access Rd to Benrus Dr,None,677.026783394733
2482,2482,BF_313000470,Route,N ST MARYS,Unknown,San Antonio,1,388.73110253,COSA - Public Works Dept,Active,N St Marys St from Tuleta to W Jones Ave,None,388.731102537411
2483,2483,BF_313001664,Route,ABE LINCOLN RD,Unknown,San Antonio,7,347.11145349,COSA - Public Works Dept,Active,Abe Lincoln Rd from Horn Blvd to Eckhert Rd,None,347.111453495753
2484,2484,BF_313003445,Route,MERTZ DR,Unknown,San Antonio,1,416.27329386,COSA - Public Works Dept,Active,Mertz Dr from E Rector to Oblate Dr,None,416.273293861151
2485,2485,BF_313002502,Route,HIAWATHA,Unknown,San Antonio,3,243.50478923,COSA - Public Works Dept,Active,Hiawatha from S Gevers St to Kashmuir Place,None,243.504789230505
2486,2486,BF_313002074,Bike Lane,FOUNTAINWOOD DR,Unknown,San Antonio,10,146.50841315,COSA - Public Works Dept,Active,Fountainwood Dr from Oconnor Rd to Judson Rd,None,146.508413156493
2487,2487,BF_313001577,Route,N ST MARYS,Unknown,San Antonio,1,92.12381984,COSA - Public Works Dept,Active,N St Marys St from Tuleta to W Jones Ave,None,92.1238198483716
2488,2488,BF_313002828,Bike Lane,PATRICIA DR,Unknown,San Antonio,9,426.43817779,COSA - Public Works Dept,Active,Patricia Dr_Braesview from NW Military Hwy to West Ave,None,426.438177794128
2489,2489,BF_313003609,Route,W MITCHELL ST,Unknown,San Antonio,5,864.08864903,COSA - Public Works Dept,Active,W_E Mitchell St from S Flores St to S Presa St,None,864.08864903005
2490,2490,BF_313003383,Route,CURTIS ST,Unknown,San Antonio,3,308.07109173,COSA - Public Works Dept,Active,Curtis St from E Southcross Blvd to E Harding Blvd,None,308.071091731307
2491,2491,BF_313001342,Route,S VANDIVER RD,Unknown,San Antonio,2,302.29923927,COSA - Public Works Dept,Active,N Vandiver Rd_S Vandiver Rd from Urban Crest to Rittiman Rd,None,302.299239279253
2492,2492,BF_313001865,Bike Lane,BELGIUM,Unknown,San Antonio,2,128.71902299,COSA - Public Works Dept,Active,Belgium from ATT Center Pkwy to Salado Creek,None,128.719022994825
2493,2493,BF_313003514,Bike Lane,BROADWAY,Unknown,San Antonio,1,104.86150142,COSA - Public Works Dept,Active,Broadway from Newell Ave_Casa Blanca to E Jones Ave,None,104.861501428661
2494,2494,BF_313002707,Route,STAR CREEK DR,Unknown,San Antonio,6,543.71478018,COSA - Public Works Dept,Active,Star Creek Dr from Reed Rd to Village Pkwy,None,543.714780189095
2495,2495,BF_313003154,Bike Lane,CINNAMON HILL,Unknown,San Antonio,8,683.00546021,COSA - Public Works Dept,Active,Cinnamon Hill from Gus Eckhert Rd to Hamilton Wolfe,None,683.005460214612
2496,2496,BF_313000879,Bike Lane,INGRAM RD,Unknown,San Antonio,7,59.80891698,COSA - Public Works Dept,Active,Ingram Rd from NW Loop 410 Access Rd to Benrus Dr,None,59.8089169855248
2497,2497,BF_313000023,Bike Lane,TIMBERHILL DR,Unknown,San Antonio,6,1084.0260431,COSA - Public Works Dept,Active,Timberhill Dr from Grissom Rd to Wurzbach Rd,None,1084.02604310895
2498,2498,BF_313002159,Bike Lane,N MAIN AVE,Unknown,San Antonio,1,118.17963003,COSA - Public Works Dept,Active,N Main Ave from Commerce to Navarro St,None,118.179630037502
2499,2499,BF_313001232,Bike Lane,MISTY WAY,Unknown,San Antonio,6,300.19001037,COSA - Public Works Dept,Active,Timber Trace_Misty Way from Silent Sunrise to Grissom Rd,None,300.190010375732
2500,2500,BF_313001813,Bike Lane,GILLETTE BLVD,Unknown,San Antonio,4,247.46592255,COSA - Public Works Dept,Active,Gillette Blvd from S Zarzamora St to Poteet Jourdanton Fwy (AKA: Hwy 16),None,247.465922559719
2501,2501,BF_313002967,Route,E JONES AVE,Unknown,San Antonio,1,372.24023452,COSA - Public Works Dept,Active,E Jones Ave from Broadway to Austin St,None,372.240234526731
2502,2502,BF_313000142,Route,WEYBRIDGE,Unknown,San Antonio,6,240.30297672,COSA - Public Works Dept,Active,Les Harrison Dr_Weybridge from Culebra Rd to Dover Rdg,None,240.302976725955
2503,2503,BF_313003348,Route,RIGSBY AVE,Unknown,San Antonio,3,640.0049151,COSA - Public Works Dept,Active,Rigsby Ave from S Pine St to Clark Ave,None,640.004915109647
2504,2504,BF_313003546,Bike Lane,S FLORES ST,Unknown,San Antonio,5,341.77673879,COSA - Public Works Dept,Active,S Flores St from E Cevallos_W Cevallos to E Theo Ave_W Theo Ave,None,341.776738792817
2505,2505,BF_313000898,Bike Lane,CHURCHILL ESTATES BLVD,Unknown,San Antonio,9,530.38412685,COSA - Public Works Dept,Active,Churchill Estates Blvd_Vista Real from Huebner Rd to Dead End,None,530.384126855617
2506,2506,BF_313001712,Bike Lane,E BROADVIEW DR,Unknown,San Antonio,7,904.27887585,COSA - Public Works Dept,Active,E Broadview Dr from Bandera Rd to N Westberry,None,904.278875854087
2507,2507,BF_313004183,Bike Lane,TEZEL RD,40-00315 Tezel Road Culebra Rd to Timber Path,San Antonio,6,838.66395099,COSA - Public Works Dept,Active,Tezel Road (Culebra Rd. to Timber Path),None,838.6639509874
2508,2508,BF_313002548,Route,S ELLISON DR,Unknown,San Antonio,4,737.63539607,COSA - Public Works Dept,Active,S Ellison Dr from Potranco Rd to Adams Hill Dr_Marbach Oak,None,737.635396073704
2509,2509,BF_313000124,Bike Lane,N ST MARYS,Unknown,San Antonio,1,508.2581964,COSA - Public Works Dept,Active,N St Marys St from W Jones Ave to Dallas St,None,508.258196400484
2510,2510,BF_313004120,Multi Use Path,W HAUSMAN RD,40-00420 Hausman Road Loop 1604 to IH 10,San Antonio,8,474.45992885,COSA - Public Works Dept,Active,W Hausman Rd from N Loop 1604 W Access Rd to University Hts,None,474.459928848389
2511,2511,BF_313001934,Bike Lane,REED RD,Unknown,San Antonio,6,1565.80343908,COSA - Public Works Dept,Active,Reed Rd from Culebra Rd to W Military Dr,None,1565.80343907557
2512,2512,BF_313002878,Bike Lane,OLD TEZEL RD,Unknown,San Antonio,7,43.50278645,COSA - Public Works Dept,Active,Old Tezel Rd from New Guilbeau Rd to Guilbeau Rd,None,43.5027864547044
2513,2513,BF_313004395,Bike Lane,NEWELL,Unknown,San Antonio,1,254.49375173,COSA - Public Works Dept,Active,Newell from Avenue A to E Quincy,None,254.493751731407
2514,2514,BF_313002147,Bike Lane,W MISTLETOE,Unknown,San Antonio,1,501.2115244,COSA - Public Works Dept,Active,E Mistletoe_W Mistletoe from N St Marys St to N Flores St,None,501.211524397442
2515,2515,BF_313003583,Route,E SUNSHINE,Unknown,San Antonio,7,65.37603195,COSA - Public Works Dept,Active,E Sunshine from Hillcrest Dr to Dickinson Dr,None,65.376031957345
2516,2516,BF_313003430,Route,CLEARVIEW DR,Unknown,San Antonio,7,1135.43083248,COSA - Public Works Dept,Active,Clearview Dr from Callaghan Rd to Hillcrest Dr,None,1135.43083248602
2517,2517,BF_313000890,Bike Lane,CHURCHILL ESTATES BLVD,Unknown,San Antonio,9,357.4564017,COSA - Public Works Dept,Active,Churchill Estates Blvd_Vista Real from Huebner Rd to Dead End,None,357.456401695627
2518,2518,BF_313000873,Bike Lane,TEZEL RD,Unknown,San Antonio,6,314.64708322,COSA - Public Works Dept,Active,Tezel Rd from Timber Path to Old Tezel Rd,None,314.647083227527
2519,2519,BF_313004214,Separated Lane,SID KATZ DR,Unknown,San Antonio,8,80.11362592,COSA - Public Works Dept,Active,Sid Katz Dr from Ewing Halsell Dr to Tom Slick,None,80.1136259228613
2520,2520,BF_313002624,Bike Lane,GUADALUPE ST,Unknown,San Antonio,5,363.81043403,COSA - Public Works Dept,Active,Guadalupe St from S San Jacinto St to SW 19th St,None,363.810434031504
2521,2521,BF_313003205,Bike Lane,Woodlake Pkwy,Unknown,San Antonio,2,1547.49575542,COSA - Public Works Dept,Active,Woodlake Pkwy from Walzem Rd to Gibbs-Sprawl Rd,None,1547.49575542531
2522,2522,BF_313003497,Bike Lane,Hot Wells Ave,Unknown,San Antonio,3,564.0291661,COSA - Public Works Dept,Active,Hot Wells Ave from S Presa St to Goliad Rd,None,564.029166104205
2523,2523,BF_313000044,Bike Lane,RIDGE COUNTRY,Unknown,San Antonio,10,279.75061288,COSA - Public Works Dept,Active,Ridge Country from Stoney Summit to Wetmore Rd,None,279.750612881017
2524,2524,BF_313000905,Separated Lane,AVENUE B,Unknown,San Antonio,1,245.31229941,COSA - Public Works Dept,Inactive,Avenue B from Casa Blanca to E Josephine St,None,245.312299407736
2525,2525,BF_313002274,Bike Lane,TIMBERHILL DR,Unknown,San Antonio,7,1561.26427426,COSA - Public Works Dept,Active,Timberhill Dr from Grissom Rd to Wurzbach Rd,None,1561.2642742646
2526,2526,BF_313003544,Bike Lane,S FLORES ST,Unknown,San Antonio,5,142.98132868,COSA - Public Works Dept,Active,S Flores St from E Cevallos_W Cevallos to E Theo Ave_W Theo Ave,None,142.98132868165
2527,2527,BF_313003118,Route,W THOMPSON PLACE,Unknown,San Antonio,5,563.78277041,COSA - Public Works Dept,Active,W Thompson Place from Cupples Rd to SW 21st St,None,563.782770417168
2528,2528,BF_313000664,Bike Lane,N FLORES ST,Unknown,San Antonio,1,545.83218631,COSA - Public Works Dept,Active,N Flores St from E Fredericksburg Rd to W Euclid Ave,None,545.832186315375
2529,2529,BF_313001022,Route,Paso Hondo St,Unknown,San Antonio,2,420.78322187,COSA - Public Works Dept,Active,Paso Hondo St from N Pine St to Mel Waiters Way,None,420.783221873595
2530,2530,BF_313002201,Bike Lane,N ELMENDORF,Unknown,San Antonio,7,388.69199696,COSA - Public Works Dept,Active,N Elmendorf from Cincinnati Ave to Fredericksburg Rd,None,388.691996963876
2531,2531,BF_313004296,Bike Lane,CULEBRA RD,Unknown,San Antonio,6,515.7244651,COSA - Public Works Dept,Active,Culebra Rd from Grissom Rd to NW Loop 410,None,515.724465102787
2532,2532,BF_313004464,Route,W SALINAS,Unknown,San Antonio,5,362.77210079,COSA - Public Works Dept,TBD,TBD,Streetview 3-2022,362.772100792753
2533,2533,BF_313002173,Route,SAVING,Unknown,San Antonio,1,171.42051996,COSA - Public Works Dept,Active,Saving from Soledad St to N Flores St,None,171.420519962961
2534,2534,BF_313002860,Bike Lane,WILSON BLVD,Unknown,San Antonio,7,88.9563053,COSA - Public Works Dept,Active,Wilson Blvd from Babcock Rd to W Woodlawn,None,88.9563053034776
2535,2535,BF_313003117,Route,W THOMPSON PLACE,Unknown,San Antonio,5,700.77077298,COSA - Public Works Dept,Active,W Thompson Place from Cupples Rd to SW 21st St,None,700.770772985829
2536,2536,BF_313001402,Route,S WALTERS ST,Unknown,San Antonio,3,301.05650581,COSA - Public Works Dept,Active,S Walters St from Rigsby Ave to Fair Ave,None,301.056505812223
2537,2537,BF_313001837,Bike Lane,S MAIN AVE,Unknown,San Antonio,5,223.03909281,COSA - Public Works Dept,Active,S Main Ave from Arsenal to S Alamo St,None,223.039092813347
2538,2538,BF_313000931,Bike Lane,MISSION RD,Unknown,San Antonio,3,253.8721431,COSA - Public Works Dept,Active,Missions Trail_MT 3_Mission Rd_Mission Rd from Theo Pkwy to Hansford St,None,253.872143109601
2539,2539,BF_313000657,Bike Lane,CHURCHILL ESTATES BLVD,Unknown,San Antonio,9,267.2562909,COSA - Public Works Dept,Active,Churchill Estates Blvd_Vista Real from Huebner Rd to Dead End,None,267.256290902122
2540,2540,BF_313001048,Bike Lane,TIMBER TRACE,Unknown,San Antonio,6,275.42789284,COSA - Public Works Dept,Active,Timber Trace_Misty Way from Silent Sunrise to Grissom Rd,None,275.427892840385
2541,2541,BF_313000683,Bike Lane,KAMPMANN BLVD,Unknown,San Antonio,7,503.95384849,COSA - Public Works Dept,Active,Kampmann Blvd from Club Dr to W Woodlawn,None,503.95384849791
2542,2542,BF_313002688,Route,STAR CREEK DR,Unknown,San Antonio,6,287.65000405,COSA - Public Works Dept,Active,Star Creek Dr from Reed Rd to Village Pkwy,None,287.650004054071
2543,2543,BF_313002302,Route,S PINE ST,Unknown,San Antonio,3,178.75047348,COSA - Public Works Dept,Active,S Pine St from Steves Ave to Chicago Blvd,None,178.750473488062
2544,2544,BF_313000417,Route,ABE LINCOLN RD,Unknown,San Antonio,7,722.17319238,COSA - Public Works Dept,Active,Abe Lincoln Rd from Horn Blvd to Eckhert Rd,None,722.17319238903
2545,2545,BF_313002110,Bike Lane,DIANE RD,Unknown,San Antonio,2,250.02795141,COSA - Public Works Dept,Active,Diane Rd from Rigsby Ave to Rice Rd,None,250.027951410147
2546,2546,BF_313003308,Bike Lane,FIVE PALMS DR,Unknown,San Antonio,4,262.56736879,COSA - Public Works Dept,Active,Five Palms Dr from Medina Base Rd to Port Victoria St,None,262.567368794592
2547,2547,BF_313003302,Bike Lane,FIVE PALMS DR,Unknown,San Antonio,4,1102.29794529,COSA - Public Works Dept,Active,Five Palms Dr from Medina Base Rd to Port Victoria St,None,1102.29794529451
2548,2548,BF_313000291,Bike Lane,FAIRLAWN DR,Unknown,San Antonio,3,285.06057519,COSA - Public Works Dept,Active,Fairlawn Dr from Killarney Dr to Emory Oak,None,285.060575198613
2549,2549,BF_313002157,Bike Lane,N MAIN AVE,Unknown,San Antonio,1,355.3457276,COSA - Public Works Dept,Active,N Main Ave from Commerce to Navarro St,None,355.345727604289
2550,2550,BF_313003496,Bike Lane,Hot Wells Ave,Unknown,San Antonio,3,183.76084457,COSA - Public Works Dept,Active,Hot Wells Ave from S Presa St to Goliad Rd,None,183.760844576694
2551,2551,BF_313000230,Buffered Lane,FOSTER MEADOWS,IMP 2019 Bike Facility Restriping,San Antonio,2,257.15578548,COSA - Public Works Dept,Active,Foster Meadows from US Hwy 87 E to Sinclair Rd,None,257.155785480814
2552,2552,BF_313002567,Buffered Lane,FAIRHAVEN ST,IMP 2019 Bike Facility Restriping,San Antonio,8,552.74421347,COSA - Public Works Dept,Active,Fairhaven St from Datapoint to Medical Dr,None,552.744213473574
2553,2553,BF_313000526,Bike Lane,S HAMILTON AVE,Unknown,San Antonio,5,358.36786063,COSA - Public Works Dept,Active,S Hamilton Ave from Guadalupe St to Monterey St,None,358.367860639702
2554,2554,BF_313001529,Route,DONALDSON AVE,Unknown,San Antonio,7,26.74765667,COSA - Public Works Dept,Active,Donaldson Ave from N Elmendorf to E Quill Dr,None,26.7476566768143
2555,2555,BF_313003982,To Be Determined,FIVE PALMS DR,Unknown,San Antonio,4,258.80339382,COSA - Public Works Dept,Staff Recommended for IMP 2019 to 2023,TBD,None,258.803393817672
2556,2556,BF_313003221,Bike Lane,FRIO CITY RD,Unknown,San Antonio,5,152.80886315,COSA - Public Works Dept,Active,Frio City Rd from S Brazos St to W Malone,None,152.808863150156
2557,2557,BF_313001397,Route,N ST MARYS,Unknown,San Antonio,1,196.76087221,COSA - Public Works Dept,Active,N St Marys St from Tuleta to W Jones Ave,None,196.760872213818
2558,2558,BF_313003231,Bike Lane,W THOMPSON PLACE,Unknown,San Antonio,5,787.24917761,COSA - Public Works Dept,Active,W Thompson Place from Growdon Rd to Cupples Rd,None,787.249177616175
2559,2559,BF_313000299,Bike Lane,S GEVERS ST,Unknown,San Antonio,3,288.09318021,COSA - Public Works Dept,Active,S Gevers St from E Drexel Ave to Waleetka St,None,288.093180215115
2560,2560,BF_313000800,Multi Use Path,HAYS ST,Unknown,San Antonio,2,263.2438827,COSA - Public Works Dept,Active,Hays St from Austin St to N Mesquite St,None,263.243882706548
2561,2561,BF_313003312,Bike Lane,FIVE PALMS DR,Unknown,San Antonio,4,230.17327344,COSA - Public Works Dept,Active,Five Palms Dr from Medina Base Rd to Port Victoria St,None,230.173273447948
2562,2562,BF_313001201,Bike Lane,W WOODLAWN,Unknown,San Antonio,7,513.09780401,COSA - Public Works Dept,Active,W Woodlawn from N Zarzamora St to Halvern,None,513.097804016096
2563,2563,BF_313000860,Bike Lane,TIMBER PATH,Unknown,San Antonio,6,272.01390091,COSA - Public Works Dept,Active,Timber Path from Les Harrison Dr to Timber Cut,None,272.013900914852
2564,2564,BF_313000805,Route,W MARTIN ST,Unknown,San Antonio,1,29.24103857,COSA - Public Works Dept,Active,W Martin St from N Flores St to N Medina,None,29.241038576231
2565,2565,BF_313003186,Bike Lane,CABLE RANCH RD,Unknown,San Antonio,6,395.90357528,COSA - Public Works Dept,Active,Cable Ranch Rd from Waters Edge Dr to Marbach Rd,None,395.903575283706
2566,2566,BF_313004076,To Be Determined,RIDGEBROOK,Unknown,San Antonio,6,182.04339111,COSA - Public Works Dept,Staff Recommended for IMP 2020 to 2024,Ridgebrook_Valley Trails from Ridge Post to Dover Ridge,None,182.043391105657
2567,2567,BF_313001443,Route,N ST MARYS,Unknown,San Antonio,1,303.61042362,COSA - Public Works Dept,Active,N St Marys St from Tuleta to W Jones Ave,None,303.61042362984
2568,2568,BF_313000963,Bike Lane,RIM ROCK TRL,Unknown,San Antonio,6,338.94025251,COSA - Public Works Dept,Active,Rim Rock Trl from Culebra Rd to Oak Timber,None,338.940252511545
2569,2569,BF_313004081,To Be Determined,VALLEY TRAILS,Unknown,San Antonio,6,103.02915485,COSA - Public Works Dept,Staff Recommended for IMP 2020 to 2024,Ridgebrook_Valley Trails from Ridge Post to Dover Ridge,None,103.029154849384
2570,2570,BF_313002665,Route,SCARSDALE,Unknown,San Antonio,10,373.53999589,COSA - Public Works Dept,Active,Scarsdale from Bell Dr to Thousand Oaks,None,373.539995887429
2571,2571,BF_313002224,Bike Lane,SPRING TIME DR,Unknown,San Antonio,8,223.93847732,COSA - Public Works Dept,Active,Spring Time Dr from Prue Rd to Four Colonies,None,223.93847732411
2572,2572,BF_313002604,Route,S ELLISON DR,Unknown,San Antonio,4,885.03893559,COSA - Public Works Dept,Active,S Ellison Dr from Potranco Rd to Adams Hill Dr_Marbach Oak,None,885.038935593034
2573,2573,BF_313000281,Route,S MESQUITE ST,Unknown,San Antonio,2,61.80575507,COSA - Public Works Dept,Active,S Mesquite St from Nevada to Hays St,None,61.8057550758838
2574,2574,BF_313000804,Route,W MARTIN ST,Unknown,San Antonio,1,375.41083519,COSA - Public Works Dept,Active,W Martin St from N Flores St to N Medina,None,375.410835195983
2575,2575,BF_313002677,Bike Lane,GUADALUPE ST,Unknown,San Antonio,5,363.33792308,COSA - Public Works Dept,Active,Guadalupe St from S San Jacinto St to SW 19th St,None,363.337923084871
2576,2576,BF_313001370,Bike Lane,S MEL WAITERS WAY,Unknown,San Antonio,2,297.04239015,COSA - Public Works Dept,Active,S Rio Grande St from Martin Luther King Dr to Paso Hondo St,None,297.04239015257
2577,2577,BF_313002572,Route,S ELLISON DR,Unknown,San Antonio,4,1071.50251591,COSA - Public Works Dept,Active,S Ellison Dr from Potranco Rd to Adams Hill Dr_Marbach Oak,None,1071.50251591639
2578,2578,BF_313001853,Route,S ELLISON DR,Unknown,San Antonio,4,290.31723543,COSA - Public Works Dept,Active,S Ellison Dr from Potranco Rd to Adams Hill Dr_Marbach Oak,None,290.317235433882
2579,2579,BF_313000100,Route,LES HARRISON DR,Unknown,San Antonio,6,278.63936216,COSA - Public Works Dept,Active,Les Harrison Dr_Weybridge from Culebra Rd to Dover Rdg,None,278.639362168582
2580,2580,BF_313000192,Bike Lane,TIMBERCREEK DR,Unknown,San Antonio,6,1048.7461275,COSA - Public Works Dept,Active,Timbercreek Dr from SW Loop 410 Access Rd to W Miliary Dr,None,1048.74612750125
2581,2581,BF_313001793,Bike Lane,PARKSITE WOODS,Unknown,San Antonio,8,286.38063689,COSA - Public Works Dept,Active,Indian Woods_Parksite Woods from De Zavala Rd to De Zavala Rd,None,286.380636899718
2582,2582,BF_313004402,Route,E GRAYSON ST,Unknown,San Antonio,2,218.56295383,COSA - Public Works Dept,Active,E Grayson St from N Alamo St to N Pine St,None,218.562953833787
2583,2583,BF_313001457,Bike Lane,W THEO AVE,Unknown,San Antonio,5,551.18779675,COSA - Public Works Dept,Active,W Theo Ave_E Theo Ave from S Zarzamora St to Concepcion Park,None,551.187796754146
2584,2584,BF_313003656,Route,N SAN JOAQUIN,Unknown,San Antonio,5,1001.89228767,COSA - Public Works Dept,Active,N San Joaquin from Culebra Rd to W Commerce St,None,1001.89228767346
2585,2585,BF_313000034,Bike Lane,BELL DR,Unknown,San Antonio,10,292.1529813,COSA - Public Works Dept,Active,Bell Dr from Stahl Rd to Uhr Lane,None,292.152981302405
2586,2586,BF_313003210,Bike Lane,FRIO CITY RD,Unknown,San Antonio,5,416.00376804,COSA - Public Works Dept,Active,Frio City Rd from S Brazos St to W Malone,None,416.003768045075
2587,2587,BF_313002857,Bike Lane,SW 19TH ST,Unknown,San Antonio,5,193.42078869,COSA - Public Works Dept,Active,SW 19th St from Buena Vista St to Castroville Rd,None,193.420788699995
2588,2588,BF_313002868,Route,W ASHBY PLACE,Unknown,San Antonio,1,309.02592694,COSA - Public Works Dept,Active,W Ashby Place from N Flores St to N Main Ave,None,309.025926938217
2589,2589,BF_313000468,Route,N ST MARYS,Unknown,San Antonio,1,356.76313213,COSA - Public Works Dept,Active,N St Marys St from Tuleta to W Jones Ave,None,356.76313213482
2590,2590,BF_313001248,Route,N VANDIVER RD,Unknown,San Antonio,10,309.10566091,COSA - Public Works Dept,Active,N Vandiver Rd_S Vandiver Rd from Urban Crest to Rittiman Rd,None,309.105660919752
2591,2591,BF_313002973,Buffered Lane,IOWA ST,IMP 2020 Bike Facility Restripe Application,San Antonio,2,651.53243356,COSA - Public Works Dept,Active,Iowa St from S Cherry St to N New Braunfels St,None,651.532433563848
2592,2592,BF_313001780,Bike Lane,PECAN VALLEY DR,Unknown,San Antonio,3,290.42130818,COSA - Public Works Dept,Active,Pecan Valley Dr from Roland Ave to Arrid,None,290.421308189698
2593,2593,BF_313004181,Buffered Lane,RAY ELLISON BLVD,40-00312 Ray Ellison Blvd 410 to Old Pearsall Rd,San Antonio,4,243.08018903,COSA - Public Works Dept,Active,Ray Ellison Blvd SW Loop 410 to Old Pearsall Rd,None,243.08018903421
2594,2594,BF_313001679,Bike Lane,PECAN VALLEY DR,Unknown,San Antonio,3,243.57423707,COSA - Public Works Dept,Active,Pecan Valley Dr from Hiawatha to Dollarhide Ave,None,243.57423707307
2595,2595,BF_313000266,Buffered Lane,FOSTER MEADOWS,IMP 2019 Bike Facility Restriping,San Antonio,2,260.08875836,COSA - Public Works Dept,Active,Foster Meadows from US Hwy 87 E to Sinclair Rd,None,260.088758363762
2596,2596,BF_313000557,Bike Lane,McCullough Ave,Unknown,San Antonio,1,320.10719499,COSA - Public Works Dept,Active,McCullough Ave from E Ashby Place to W_E Hildebrand Ave,None,320.107194997921
2597,2597,BF_313002939,Bike Lane,NORTH HOLW,Unknown,San Antonio,7,1156.5858797,COSA - Public Works Dept,Active,North Holw from Apple Green Rd to Eckhert Rd,None,1156.58587970565
2598,2598,BF_313000399,Route,N ST MARYS,Unknown,San Antonio,1,335.38921757,COSA - Public Works Dept,Active,N St Marys St from Tuleta to W Jones Ave,None,335.389217566651
2599,2599,BF_313004435,Bike Lane,BUENA VISTA ST,Unknown,San Antonio,5,361.97040443,COSA - Public Works Dept,Active,Buena Vista St from SW 19th St to S Frio,None,361.970404426029
2600,2600,BF_313000524,Bike Lane,S HAMILTON AVE,Unknown,San Antonio,5,291.56054016,COSA - Public Works Dept,Active,S Hamilton Ave from Guadalupe St to Monterey St,None,291.560540164852
2601,2601,BF_313003605,Route,W MITCHELL ST,Unknown,San Antonio,5,244.52755514,COSA - Public Works Dept,Active,W_E Mitchell St from S Flores St to S Presa St,None,244.527555149241
2602,2602,BF_313004451,Buffered Lane,HORAL DR,IMP 2020 Bike Facility New Application,San Antonio,6,435.446352,COSA - Public Works Dept,Active,Horal Dr from Marbach Rd to Waters Edge Dr,None,435.446352024937
2603,2603,BF_313001852,Route,S ELLISON DR,Unknown,San Antonio,4,509.54668956,COSA - Public Works Dept,Active,S Ellison Dr from Potranco Rd to Adams Hill Dr_Marbach Oak,None,509.546689563454
2604,2604,BF_313001354,Bike Lane,W VILLARET BLVD,Unknown,San Antonio,4,3168.04752207,COSA - Public Works Dept,Active,W Villaret Blvd from Lytle Ave to  Poteet Jourdanton Fwy Access Rd_Hwy 16,None,3168.0475220704
2605,2605,BF_313002985,Bike Lane,S FLORES ST,Unknown,San Antonio,3,341.44149233,COSA - Public Works Dept,Active,S Flores St from E Cevallos_W Cevallos to E Theo Ave_W Theo Ave,None,341.441492339927
2606,2606,BF_313002286,Bike Lane,CAMINO SANTA MARIA,Unknown,San Antonio,7,52.01634547,COSA - Public Works Dept,Active,Camino Santa Maria from Cincinnati Ave to W Woodlawn,None,52.0163454756958
2607,2607,BF_313003067,Bike Lane,S FLORES ST,Unknown,San Antonio,5,134.65354766,COSA - Public Works Dept,Active,S Flores St from E Cevallos_W Cevallos to E Theo Ave_W Theo Ave,None,134.653547668613
2608,2608,BF_313001453,Bike Lane,E GRAYSON ST,Unknown,San Antonio,2,824.54742826,COSA - Public Works Dept,Active,E Grayson St from N Pine St to Ft Sam Houston Quadrangle Facility,None,824.547428267707
2609,2609,BF_313001263,Route,N VANDIVER RD,Unknown,San Antonio,10,226.9330683,COSA - Public Works Dept,Active,N Vandiver Rd_S Vandiver Rd from Urban Crest to Rittiman Rd,None,226.933068300703
2610,2610,BF_313000480,Bike Lane,W THEO AVE,Unknown,San Antonio,5,95.04589768,COSA - Public Works Dept,Active,W Theo Ave_E Theo Ave from S Zarzamora St to Concepcion Park,None,95.0458976805538
2611,2611,BF_313003233,Bike Lane,MICRON DR,Unknown,San Antonio,6,285.57268224,COSA - Public Works Dept,Active,Micron Dr from Potranco Rd to Culebra Rd,None,285.572682248947
2612,2612,BF_313004086,To Be Determined,HOWARD ST,Unknown,San Antonio,1,331.50602626,COSA - Public Works Dept,Staff Recommended for IMP 2020 to 2024,Howard St from W Summit to Melrose Pl,None,331.506026263912
2613,2613,BF_313003112,Bike Lane,W THOMPSON PLACE,Unknown,San Antonio,5,435.48300421,COSA - Public Works Dept,Active,W Thompson Place from Growdon Rd to Cupples Rd,None,435.483004211297
2614,2614,BF_313004430,Bike Lane,BUENA VISTA ST,Unknown,San Antonio,5,398.38920436,COSA - Public Works Dept,Active,Buena Vista St from SW 19th St to S Frio,None,398.389204357035
2615,2615,BF_313002848,Bike Lane,WILSON BLVD,Unknown,San Antonio,7,398.24767121,COSA - Public Works Dept,Active,Wilson Blvd from Babcock Rd to W Woodlawn,None,398.247671211273
2616,2616,BF_313000350,Bike Lane,TIMBER PATH,Unknown,San Antonio,6,270.83195367,COSA - Public Works Dept,Active,Timber Path from Les Harrison Dr to Timber Cut,None,270.831953666688
2617,2617,BF_313000065,Bike Lane,BELL DR,Unknown,San Antonio,10,204.58454279,COSA - Public Works Dept,Active,Bell Dr from Stahl Rd to Uhr Lane,None,204.58454279246
